,0.6418,0.6291,0.64515,0.64246
,0.64572,0.63267,0.6391,0.54072
,0.63185,0.62002,0.57559,0.48189
,0.62158,0.61025,0.50505,0.2808
,0.60529,0.56731,0.45129,0.23824
,0.57832,0.44935,0.4477,0.21941
,0.56839,0.44687,0.43157,0.20452
,0.56382,0.40041,0.38871,0.20263
,0.54698,0.35842,0.34203,0.20212
,0.52989,0.29417,0.28486,0.20086
,0.50761,0.27939,0.2673,0.19497
,0.5072,0.26746,0.26492,0.19042
,0.50669,0.261,0.25782,0.18933
,0.50574,0.25829,0.25723,0.18428
,0.50493,0.24085,0.24902,0.18402
,0.49582,0.22786,0.23384,0.18154
,,0.22353,0.22916,0.18086
,,0.21772,0.22693,0.17832
,,0.20824,0.2183,0.17819
,,0.20816,0.20685,0.1736
,,0.20704,0.20633,0.16657
,,0.19966,0.20587,0.16506
,,0.18915,0.20114,0.16471
,,0.18822,0.19955,0.16465
,,0.18565,0.19733,0.16121
,,0.18249,0.19638,0.15911
,,0.18071,0.1951,0.15747
,,0.17969,0.19453,0.15741
,,0.17612,0.19391,0.15739
,,0.17312,0.19388,0.15732
,,0.17255,0.19216,0.15703
,,0.17079,0.18338,0.1546
,,0.16847,0.18069,0.15199
,,0.16688,0.1804,0.14907
,,0.16616,0.17662,0.14718
,,0.16363,0.17404,0.14546
,,0.16247,0.17371,0.14189
,,0.1618,0.17242,0.14049
,,0.15596,0.17213,0.13717
,,0.1541,0.16539,0.13602
,,0.15373,0.16097,0.13482
,,0.15255,0.15956,0.13297
,,0.15243,0.15921,0.13151
,,0.14953,0.15902,0.13148
,,0.14754,0.1589,0.12661
,,0.14638,0.15669,0.12619
,,0.1457,0.1545,0.12425
,,0.14517,0.14948,0.12345
,,0.14423,0.14931,0.12226
,,0.13826,0.1474,0.12125
,,0.13722,0.1466,0.1207
,,0.13673,0.1442,0.11914
,,0.13489,0.13928,0.11852
,,0.13174,0.13916,0.11762
,,0.13037,0.13664,0.11433
,,0.12852,0.13449,0.1139
,,0.12648,0.13432,0.11153
,,0.12617,0.13147,0.11075
,,0.12323,0.12848,0.10951
,,0.12053,0.12821,0.10905
,,0.11948,0.12776,0.10845
,,0.11937,0.12445,0.10836
,,0.11774,0.12265,0.10545
,,0.1174,0.12256,0.10524
,,0.11331,0.11971,0.10451
,,0.11173,0.11759,0.10411
,,0.11085,0.11582,0.10315
,,0.10799,0.11462,0.1024
,,0.1069,0.1137,0.10097
,,0.10578,0.11293,0.10035
,,0.10547,0.11148,0.098585
,,0.10542,0.1105,0.098314
,,0.10377,0.10842,0.095778
,,0.10254,0.10658,0.094937
,,0.1009,0.10453,0.094658
,,0.10076,0.10436,0.094208
,,0.099866,0.10324,0.093455
,,0.099541,0.10271,0.093389
,,0.098864,0.1024,0.091269
,,0.098856,0.1018,0.089663
,,0.098434,0.099363,0.088631
,,0.09779,0.099152,0.088504
,,0.097409,0.099137,0.088013
,,0.096815,0.098489,0.085927
,,0.094946,0.098464,0.085564
,,0.09473,0.098142,0.084069
,,0.093478,0.098018,0.083244
,,0.092342,0.097566,0.082749
,,,0.097548,
